id,title,handle,body_html,published_at,created_at,updated_at,vendor,product_type,tags
8785943920805,Gastroback Design Espresso Barista Touch Espresso Coffee Machine,gastroback-design-espresso-barista-touch-espresso-coffee-machine,"The Gastroback Espresso Barista Touch guides you through all the preparation steps of the stored coffee and tea specialties on the coloured touchscreen. Featuring an integrated conical grinder and LCD touchscreen, the Espresso Barista Touch can be used with freshly ground coffee beans, coffee powder or E.S.E. pods.Your favourite drink can be programmed and stored so that it is ready to use, while the bean storage is removable for easy cleaning and refilling, and can hold up to 200g of fresh beans, equivalent of 30 shots of espresso. The grinder has 11 grind settings alongside the volume of coffee, which is individually adjustable, and the water tank has a capacity of two litres. The brewing temperature can be adjusted by four levels and the thermoblock heating system heats up the machine quickly and efficiently. Complete with a 360°C milk frother, and cleaning and descaling programmes to help maintain your machine.1 year warrantyProgrammable portafilter espresso machine with integrated conical grinder and LCD touchscreenMultilingual menu in German, English and ItalianFor freshly ground coffee beans, coffee powder or E.S.E. podsCoffee specialities menu: Espresso, Espresso Macchiato, Cappuccino, Latte Macchiato, Cafè Latte, Flat White, Cafè Crema, Americano, Hot MilkYour favourite drink can be individually programmed and storedRemovable fresh beans container for 200g beans, for up to 30 shots of espresso11 grind settings and volume of coffee individually adjustableProfessional features: grind setting finely adjustable, removable grinderThermoblock heating system: fast warm-up time (approx. 1.5 minutes)Brewing temperature can be adjusted in four levelsProfessional ULKA espresso pump (15 bar)Pre-infusion functionIntegrated hot water functionWarming plate for six espresso cups360° rotatable milk frothing wandRemovable 2l water tankCleaning and descaling programme",2024-07-29T12:06:15+01:00,2024-07-29T12:03:13+01:00,2024-12-11T13:51:04+00:00,Gastroback,Espresso Machines,
8785941594277,Gastroback Design Espresso Advanced Duo Espresso Coffee Machine,gastroback-design-espresso-advanced-duo-espresso-coffee-machine,"The Gastroback Design Espresso Advanced Duo comes with great features that make it suitable for anyone, from beginners to experts, in the coffee-making realm. Made from the highest quality materials and parts, this will instantly become a go-to staple in your household.1 year warrantyProgrammable portafilter espresso machine with integrated tapered millDual-circuit thermoblock system that dispenses espresso and milk foam at the same timeFor freshly ground coffee beans or coffee powderElectronic PID control monitors water temperature preciselyProfessional espresso pump (15 bar)Separate hot water outletAmount of water per cup can be programmed individuallyPre-brew function30 grind settingsCoffee bean storage container for 260g of beansWith manometer control function for brewing pressureHeated warming plateMilk foaming spout pivots 360°Removable 2.8l water tankProgrammable FeaturesThe extensive list of features includes a programmable portafilter integrated into a tapered mill. The tapered mill finely grinds down the coffee beans into a fine powder consistency, perfect for brewing. You can programme how much water per cup you want individually, which is handy if you’re creating different coffees of different strengths. There is a pre-brew function, and the manometer control function for specific and variable brewing pressures, giving you full control over the entire coffee-making process.ULKA Espresso PumpThe pump applies high amounts of pressure to the coffee powder to extract the crema and also give a full flavour extraction. This 15-bar pump is one of the most powerful pumps for normal coffee-making, extracting and brewing in efficient time without compromising on the end result. There is also an electronic PID control that monitors water temperatures accurately to ensure you do not burn the coffee grounds.Coffee SpecialitiesThis machine can do so much more than just make espresso, with its capabilities stretch to latte, macchiato, cappuccinos, Americanos and tea. This is possible with its dual-circuit thermo-block system, which dispenses espresso and milk foam at the same time, and there is a separate hot water outlet also attached. Not only can you create a wide variety of drinks, but you can also tailor them to your taste by using one of the 30 grind settings.DesignThis machine has a built-in heated warming plate to warm up coffee cups before use. The milk-foaming spout pivots 360 degrees and is easily cleaned, while the fresh bean container can hold up to 260g of coffee beans and will make over 30 shots of espresso.",2024-07-29T12:02:46+01:00,2024-07-29T11:58:59+01:00,2024-12-11T13:51:04+00:00,Gastroback,Espresso Machines,
8785939333285,Gastroback Design Espresso Piccolo Pro Espresso Coffee Machine,gastroback-design-espresso-piccolo-pro-espresso-coffee-machine,"The Gastroback Design Espresso Piccolo Pro is a speciality portafilter espresso machine for all coffee drinks, and comes in a very slim 15cm wide design, making it a great addition to any kitchen counter.1 year warranty15cm wide - slim design1.3l removable water tankRemovable drip trayCleaning and descaling programmeProfessional ULKA espresso pump (15 bar)Also suitable for E.S.E podsHot water functionEspresso quantity can be stored individuallyIntegrated milk frothing nozzle that froths all types of milk and milk alternativesDual-circuit thermoblock system with pre-brew functionIntegrated Milk Frothing NozzleCreate spectacular cappuccinos and lattes with the integrated milk frothing nozzle. Froths all types of milk and milk alternatives. This machine even includes a hot water function so you can create the perfect Cafe Americano.Dual-Circuit Thermoblock SystemThe inbuilt dual-circuit thermoblock heating system allows simultaneous heating for coffee extraction and milk steaming, allowing for a quick transition between the two, while the pre-brew function ensures a fast heat-up. An electronic PID control monitors water temperature precisely, guaranteeing the perfect pour. The manometer allows for control of pressure inside the machine so that you get the optimal espresso.",2024-07-29T11:58:28+01:00,2024-07-29T11:56:15+01:00,2024-12-11T13:51:04+00:00,Gastroback,Espresso Machines,
8785937137829,Melitta Look V Perfection Filter Coffee Machine - Black,melitta-look-v-perfection-filter-coffee-machine-black,"The Melitta LOOK V Perfection comes in a modern design with several high-quality stainless steel features. Includes a removable water tank and patented AromaSelector for individual setting of the brewing strength.Removable Water Tank with Cup MarkingsThe transparent water tank has a handle recess and is easy to take out of the appliance. The easy to read cup markings make measuring amounts simple.Patented AromaSelectorFrom mild to strong: the patented AromaSelector allows you to set the intensity of the coffee to your taste with just one flick of the wrist, without changing the coffee or water quantity. Always enjoy your favourite coffee how you want it – as a strong wake-up in the morning and or a mild pleasant coffee in the afternoon.Practical Hinged Filter Holder with Removable Filter InsertThe coffee machine has a practical hinged filter holder with removable filter insert. This makes inserting the coffee filter particularly easy. After brewing, the filter insert can be easily removed to dispose of the coffee filter.Filter with Drip StopThe filter has an integrated drip stop that prevents annoying dripping after you remove the jug.3-in-1 Calc ProtectionTo ensure that your coffee machine works perfectly, has a long life and gives you the best coffee flavour, you will need to descale your coffee machine on a regular basis. This is why this coffee machine gives you 3-in-1 calc protection with programmable water hardness, an indicator showing the level of calcification and a practical, automatic descaling program.Filter Insert and Jug are Dishwasher SafeThe removable filter insert and the glass jug are dishwasher safe, making cleaning quick and easy.Stainless Steel FeaturesThe many stainless steel features ensure a high-quality look and add a shine to your kitchen.",2024-07-29T11:55:02+01:00,2024-07-29T11:52:33+01:00,2024-12-11T13:51:04+00:00,Melitta,Filter Coffee Machines,
8785932714149,Melitta Look V Therm Filter Coffee Machine,melitta-look-v-therm-filter-coffee-machine,"The Melitta Look V Therm Timer filter coffee maker ensures long-lasting coffee enjoyment in a modern design. It will impress with its many high-quality functions, including the patented AromaSelector for individual setting of the brewing strength, and a removable water tank. The double-wall, stainless steel insulated jug reliably keeps the coffee hot, so you can also enjoy your coffee even longer.Practical Timer FunctionProgram when your coffee machine is to start brewing and wake up to the smell of fresh coffee in the morning. The appliance switches on automatically at the programmed time and starts the brewing process.Removable and Transparent Water TankThe transparent water tank has a handle recess and is easy to take out of the appliance, while the easy-to-read cup markings make measuring amounts simple.Break-Proof, Double-Wall Stainless Steel Insulated JugThe coffee machine is equipped with a high-quality insulated jug that keeps the coffee hot for long. The double-wall stainless steel body ensures good heat insulation and also makes the jug break-proof.Brew-Through Lid with Easy Click FunctionThe jug lid has an impressive brew-through function and easy click feature. While brewing, the coffee runs into the insulated jug through the closed lid and is ready to serve. To open and close the jug lid when you want to clean the jug, simply press and hold in the side catches and lift off the lid.Patented AromaSelectorFrom mild to strong: the patented AromaSelector allows you to set the intensity of the coffee to your taste with just one flick of the wrist, without changing the coffee or water quantity. Always enjoy your favourite coffee how you want it – as a strong wake-up in the morning and or a mild pleasant coffee in the afternoon.Practical Hinged Filter Holder with Removable Filter InsertThe coffee machine has a practical hinged filter holder with removable filter insert. This makes inserting the coffee filter particularly easy. After brewing, the filter insert can be easily removed to dispose of the coffee filter.3-in-1 Calc ProtectionTo ensure that your coffee machine works perfectly, has a long life and gives you the best coffee flavour, you will need to descale your coffee machine on a regular basis. This is why this coffee machine gives you 3-in-1 calc protection with programmable water hardness, an indicator showing the level of calcification and a practical, automatic descaling program.Automatic Switch-OffEconomical and reliable, the appliance switches off automatically 15 minutes after the end of the brewing process. You can switch off the coffee machine manually at any time.Stainless Steel FeaturesThe many stainless steel features ensure a high-quality look and add a shine to your kitchen.",2024-07-29T11:51:23+01:00,2024-07-29T11:46:12+01:00,2024-12-11T13:51:04+00:00,Melitta,Filter Coffee Machines,
8771218342053,De'Longhi KG79 Burr Coffee Grinder - Black,delonghi-burr-coffee-grinder-black,"A modern electric coffee grinder with crisp lines and advanced features. Extract the best aroma with two grinding wheels and customise grinding with the 16-level adjustable grinding selector. Features an automatic safety shut-off system when containers are removed, and Cup Selector function to grind just the coffee you need.Two grinding wheels perfectly grind coffee beans while avoiding overheating and preserving coffee aromaAllows you to choose your perfect grind settingRemovable and transparent ground coffee containerAutomatic safety deviceUpper grinding wheel is removable for ease of cleaningCup Selector for 2–12 cups, which shuts off the grinder automatically after grinding the right amount of beansThe product is equipped with an automatic safety device that shuts off the grinding wheels if either the ground coffee or the bean container is removedBurr GrinderThe two grinding wheels prevent overheating, so the full aroma of the beans is preserved. The upper grinding wheel is removable for easy cleaning.16 Grind SettingsThe 16 settings on the adjustable grinding wheels allow total control over the grinding level for truly customised coffee powder.Soft Touch ButtonsThe user-friendly control panel with soft touch buttons allows you to choose how many cups to make, and make them with ease.Up to 12 CupsChoose the number of cups you want to grind the coffee for: from one to 12.",2024-07-19T09:22:19+01:00,2024-07-19T09:19:27+01:00,2024-12-11T13:51:04+00:00,De'Longhi,Equipment,
8771216375973,De'Longhi KG210 Mill Coffee Grinder - Black,delonghi-mill-coffee-grinder,"A multifunctional electric coffee grinder for perfect grind control. Featuring stainless steel blades, a 90g capacity bean hopper, a grind selector to choose the perfect grind setting from coarse to medium, and a transparent and removable container.Long-lasting grinding mechanism with stainless steel bladesSelect the preferred grinding level: fine, medium or coarseGrind just the coffee you need with the Cup SelectorEase of use with the Push to Grind buttonCleaning brush provided, plus cable storageBlade GrinderThe stainless steel grinder blades effortlessly chop the coffee beans into powder.Three Grind SettingsThe grind selector allows you to choose between coarse, medium and fine grinding levels.Push to Grind ButtonsPush to Grind button to grind the beans to the desired consistency, for a truly customised coffee.Up to 12 CupsChoose the number of cups you want to grind the coffee for: from one to 12.",2024-07-19T09:18:47+01:00,2024-07-19T09:14:30+01:00,2024-12-11T13:51:04+00:00,De'Longhi,Equipment,
8771212837029,De'Longhi ECP35.31 Compact Traditional Espresso Coffee Machine - Black & Silver,delonghi-compact-traditional-espresso-coffee-machine-black-silver,"A compact and modern traditional pump espresso machine that features a milk frother and removable drip tray for easy cleaning, a 15 bar pressure pump for the perfect crema, and Thermoblock technology, all in a black and stainless steel finish.All of our bean-to-cup machines, espresso makers and filter machines are brand new and delivered boxed.Three filters: one cup, two cups and ESE podsTwo levels of froth regulation: creamy froth for cappuccinos and hot milk to prepare an Italian style latteRemovable water tank with visible water levelTurns off automatically nine minutes after last usageChoose your favourite blend or pod and brew your own rich, smooth espresso with a perfect cremaBrew a wide range of milk-based beverages thanks to the adjustable Cappuccino SystemTwo-tiered drip tray15 Bar PressureThe 15 bar pressure feature creates a perfect espresso with a rich aroma.Adjustable Cappuccino SystemWith the adjustable milk frother, you can easily froth milk for a creamy cappuccino, or make steamed milk for a delicious latte.Two-Tiered Drip TrayThe removable drip tray produces a two-tiered cup holder, allowing you to use mugs and glasses up to 12cm tall.(H)305 mm x (W)185 mm x (D)240 mmWeight: 4.2kgPump Pressure: 15 barMax. Cup Height: 130mmWater Tank Capacity: 1.1l",2024-07-19T09:11:29+01:00,2024-07-19T09:06:41+01:00,2024-12-11T13:51:04+00:00,De'Longhi,Espresso Machines,
7149870383159,Little Box of Love,little-box-of-love,"You may not say it that often so here’s a little gift to make your love for them known. Brewed perfectly to your siblings’ taste, surprise them with easy-to-brew coffees, paired with chocolatey cookies and much more.A fitting introduction to the world of specialty coffee, it includes:A pack of5Easy Pour sachetsfor delicious brews that demand no equipment;A charming cellar mug that invites you tosavourthe moment;Abox of10 Chocolate ChipCookies to enjoy as treats and to complement coffee explorations;A pack of trail mix withwholesome and nutritious snack, a perfect blend of nuts, dried fruits, and seeds.An endearing gift note;",2024-12-06T16:32:42+05:30,2024-08-06T18:15:37+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,Gifting,"hidemc, not_express"
7131306623031,Big Box of Comfort,big-box-of-comfort,"Manifest in a beaming smile and eyes sparkling with delight, silently whispering""thank you for all the love!""...theunique joy of receiving a thoughtful present is what thiscoffee gift hampercaptures.A fitting introduction to the world of specialty coffee, it includes:A pack of5Easy Pour sachetsfor delicious brews that demand no equipment;A charming cellar mug that invites you tosavourthe moment;Abox of10Oatmeal and Cranberry Cookies to enjoy as treats and to complement coffee explorations;Two perfect pocket snacks—our50gindividual packs of cashews and almonds;Two ofour ready-to-drinkcoffee cans(Mocha Cold Coffee and Classic Bold)thatpair perfectly with youreveryday.An endearing gift note",2024-12-06T16:32:21+05:30,2024-07-09T14:25:54+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,Gifting,"hidemc, not_express"
7204001185847,Winter Blend,winter-blend-1,"A warm hug you can brew, our new Winter Blend is the perfect coffee to cosy up with as the colder months settle in. Carefully mixing natural and washed coffees from two of our trusted partner farms, Orchardale Estate and Yelnoorkhan Estate, this medium roast has a balanced flavour profile with low bitterness and medium-high acidity.This coffee has an aroma of dried fruits and a syrupy mouthfeel. Notes of orange, chocolate, and dried fruit come together to create a cup full of character. A chocolatey aftertaste lingers, offering a satisfying finish.Ideal for espresso-based coffees or as a Pour Over, it evokes comfort and warmth, whether enjoyed black or with milk.",2024-12-04T10:35:21+05:30,2024-12-02T14:20:00+05:30,2024-12-11T19:21:05+05:30,Beans,Single Estate Coffee,"acidity-medium-high, Black or With Milk, low bitterness, medium-roast, newlaunch, subscriptioncoffeeformixedbag"
7203513761847,Origin Unhurried: Araku Valley Pack,origin-unhurried-araku-valley-pack,"In the spirit of slow travel, welcome to a journey through India's coffee-growing regions, where coffee cherries ripen unhurried under the shade of tall trees, centuries-old crafts continue to find dedicated hands, and expressions of heritage endure and evolve.Our journey brings us to Araku Valley, a picturesque region situated in Andhra Pradesh. Surrounded by dense forests and towering peaks, the land is home to over 16 tribal communities. The celebrated coffee that grows here is cultivated by hundreds of dedicated farmers and processed in communal washing stations.In this special offering, you’ll receive three 75g packs, each featuring coffee produced and processed by a different farmer-producer organisation, including:Vanmaya FPO, a washed medium roast with notes of sweet lime, cedar, and roasted nutsGosthani FPO, a washed, chocolatey and nutty medium roast with notes of dark chocolate, malt, and walnutManyatorna FPO, a medium-roasted, natural coffee with a fruity and punchy flavour profile, and notes of cranberry, raisins, and red grapeThe pack also includes stories of local craft, culture, and community, offering a chance to establish a deeper connection with your brews.",2024-12-02T14:07:45+05:30,2024-11-29T12:37:48+05:30,2024-12-11T19:21:05+05:30,Beans,Single Estate Coffee,"Assortment Packs, Beans, Coffee, Coffee Packets, coffeekit, customproperty, newlaunch, nonsubscription, not_express"
7203994599479,Araku Valley - Manyatorna FPO,araku-valley-manyatorna-fpo,,2024-12-02T12:54:56+05:30,2024-12-02T12:54:56+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,,hideproduct
7203994533943,Araku Valley - Gosthani FPO,araku-valley-gosthani-fpo,,2024-12-02T12:54:12+05:30,2024-12-02T12:54:12+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,,hideproduct
7203994402871,Araku Valley - Vanmaya FPO,araku-valley-vanmaya-fpo,,2024-12-02T12:53:14+05:30,2024-12-02T12:53:14+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,,hideproduct
6587292418103,French Press 600 ml,french-press-600-ml,"Every home-brewer's go-to equipment, the classic French Press is known to make a consistent, heavy-bodied black coffee. Blue Tokai's French Press features heat-resistant glass and stainless steel body. This equipment can brew up to 4 cups (600ml) of coffee.",2024-11-29T11:11:54+05:30,2021-08-27T12:08:38+05:30,2024-12-11T19:21:05+05:30,Equipments,Manual Brewing,"Equipment, french press, summersale22, Travel"
7202483863607,Nilgiri Tumbler,nilgiri-tumbler,"Introducing the Nilgiri Travel Tumbler – your trusted partner for every journey, whether it’s a bustling workday or when you’re out and about. Crafted with food-grade stainless steel, this sleek tumbler bottle combines durability with modern design. Its leak-proof construction ensures your favourite brews stay secure, allowing you to move effortlessly without spills or mess. The Nilgiri Travel Tumbler is built for the perpetual wanderer who values both style and functionality.Features of the Nilgiri Travel Tumbler:Robust Stainless Steel Build:Made from food-grade stainless steel, this tumbler glass is designed for long-term use, offering strength, safety, and a polished finish.Generous Capacity:With a 500ml size, it’s the ideal coffee tumbler for carrying just the right amount of your favourite hot or cold beverages.Reliable Insulation:Keeps drinks hot for up to 7 hours or cold for up to 12 hours, ensuring your beverage is always at its best.Leak-Proof Design:No spills, no mess – the secure lid makes this insulated tumbler perfect for commutes, hikes, or even busy office days.Travel-Ready:Lightweight, easy to carry, and built for convenience, this tumbler bottle is an essential for those always on the move.Eco-Conscious Choice:Replace disposable cups with this reusable, environmentally friendly tumbler.The Nilgiri Travel Tumbler ensures your brews stay secure and at the perfect temperature, so you can focus on embracing every moment of your journey.",2024-11-28T11:26:25+05:30,2024-11-26T17:44:36+05:30,2024-12-11T19:21:05+05:30,Equipments,Accessory,"Coffee Merchandise, express_unavailable, newlaunch"
7202483404855,Coromandel Sipper,coromandel-sipper,"Meet the Coromandel Sipper – your ultimate travel companion for life on the go. Crafted from food-grade stainless steel, this sleek and durable sipper bottle is perfect for busy commutes or weekends with plans. Lightweight yet sturdy, it’s designed to prevent spills, making every adventure seamless and mess-free.Features of the Coromandel Sipper:Premium Stainless-Steel Construction:Made from food-grade stainless steel, this tumbler glass is rust-resistant, durable, and safe for everyday use.Ample Capacity:With a 500ml size, this tumbler bottle holds just the right amount of your favourite beverage, from morning coffee to refreshing iced tea.Reliable Insulation:The insulation maintains hot drinks for up to 7 hours and cold drinks for up to 12 hours, ideal for any climate or activity.Travel-Friendly Design:Lightweight, spill-resistant, and easy to carry, this coffee sipper is perfect for people with busy schedules or those who love exploring the outdoors.Eco-Friendly Alternative:Ditch single-use plastics with this reusable insulated sipper, combining functionality and sustainability in one sleek package.Wherever your day takes you, the Coromandel Sipper is ready to keep pace, blending practicality with style for every moment on the go.",2024-11-28T11:26:23+05:30,2024-11-26T17:33:46+05:30,2024-12-11T19:21:05+05:30,Equipments,Accessory,"Coffee Merchandise, express_unavailable, newlaunch"
7201269973047,Amruthavarshini Estate,amruthavarshini-estate,"From a women-led estate, run by a mother-daughter duo, comes this natural-processed medium roast—fruity, bright, and balanced.Anaerobic fermentation, using a carefully selected French yeast and monitored for temperature and pH, helped develop the full character of this coffee. After fermentation, the cherries were dried under shade on tables, with regular raking to ensure even drying and achieve the perfect moisture level.In the cup, an aroma of tropical fruits gives way to bright notes of orange zest, balanced by the juiciness of red grape. A touch of pink guava adds further depth, while the mouthfeel remains syrupy. After each sip, a clean, refreshing aftertaste of orange zest lingers.Balanced acidity, medium body, and moderate bitterness come together to create a well-rounded experience with a soft sweetness.Our roasters recommend brewing it as an espresso, a Pour Over, in a Moka pot, or using an AeroPress. It tastes great whether you enjoy it black or add milk.",2024-11-22T15:00:37+05:30,2024-11-22T14:21:49+05:30,2024-12-11T19:21:05+05:30,Beans,Single Estate Coffee,"Black or With Milk, medium-roast, newlaunch, Roasted Coffee, SamplerCoffee, SamplerCoffees, subscriptioncoffeeformixedbag"
7193507070007,24 Delivery Capsule Subscription,24-delivery-capsule-subscription,,2024-11-11T11:19:46+05:30,2024-11-05T11:08:49+05:30,2024-12-11T19:21:05+05:30,Subscription- Capsule,Subscription,
7193507004471,12 Delivery Capsule Subscription,12-delivery-capsule-subscription,,2024-11-11T11:19:45+05:30,2024-11-05T11:08:30+05:30,2024-12-11T19:21:05+05:30,Subscription- Capsule,Subscription,
7193506873399,6 Delivery Capsule Subscription,6-delivery-capsule-subscription,,2024-11-11T11:19:44+05:30,2024-11-05T11:07:50+05:30,2024-12-11T19:21:05+05:30,Subscription- Capsule,Subscription,
7193506480183,3 Delivery Capsule Subscription,3-delivery-capsule-subscription,,2024-11-11T11:19:42+05:30,2024-11-05T11:05:32+05:30,2024-12-11T19:21:05+05:30,Subscription- Capsule,Subscription,
7175778992183,Silver Oak Blend,silver-oak-aluminium-coffee-capsules,"This medium roast is our signature house blend and is used to brew espresso-based coffees across our cafés. The Silver Oak Blend is an extremely versatile choice that has a balanced flavour profile and works really well as an espresso.Contains some of our most-loved and highest scoring coffees.Made using aluminium, that is 100% recyclable.Keeps freshness and flavour intact.Easy to use and perfect for quick, fuss-free brewing.These coffee capsules are compatible with any machine that works with Nespresso Original Line coffee pods.We recommended using these for a single shot of espresso and espresso-style beverages.Tastes great when consumed black or used in milk-based beverages.",2024-11-07T15:05:03+05:30,2024-09-30T14:09:44+05:30,2024-12-11T19:21:05+05:30,Capsules,Capsules,"acidity-medium, Aluminum-capsule, bitterness-medium-high, caps-aluminium, medium dark, medium-dark-roast, not_express"
6669349519415,Yelnoorkhan Estate,yelnoorkhan-estate,"Since the start of our partnership in 2022, Yelnoorkhan Estate has been a cherished contributor to our seasonal offerings. This year's harvest—processed using the washed method and roasted to a medium profile—brews balanced cups that delight across various methods.Opening with the aroma of dried fruits, each cup treats you to a syrupy, honey-like mouthfeel. Notes of roasted almond and toffee impart a nutty sweetness, perfectly complemented by the zesty brightness of mandarin orange. Rounding off each sip is an aftertaste of toffee, making for a sweet finish.A versatile coffee, it shines on its own and also works well with milk. We recommend brewing it as an espresso, using a Moka pot, as a Pour Over, or with an AeroPress.",2024-11-06T10:15:04+05:30,2022-06-17T16:56:09+05:30,2024-12-11T19:21:05+05:30,Beans,Single Estate Coffee,"acidity-medium-high, aeropress, Aeropress Grind, bitterness-low, Black or With Milk, channi, Home Espresso, medium-roast, moka pot, Moka Pot Grind, NEW12, pour over, Pour Over Grind, pourover, SamplerCoffee, subscriptioncoffeeformixedbag"
7193231097911,Vienna Roast | Coffee Capsules Subscription,vienna-roast-coffee-capsules-subscription,,2024-11-04T17:00:34+05:30,2024-11-04T16:58:36+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,Subscription,"7175780270135, CapsuleSubscription, hideproduct"
7193231032375,Dhak Blend | Coffee Capsules Subscription,dhak-blend-coffee-capsules-subscription,,2024-11-04T17:00:30+05:30,2024-11-04T16:56:49+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,Subscription,"7175780204599, CapsuleSubscription, hideproduct"
7118332952631,Mage - Espresso Machine,espresso-machine,"Experience the delight ofcafé-quality coffeein the comfort of your home with our compactespresso machine, bound to elevate any countertop it sits on. Engineered with the same commitment to craft and precision that you know our coffee for, it brews consistently delicious espressos, lattes, cappuccinos, and more.Key FeaturesEven Extraction:Enjoy precise and reliable extraction, thanks to the machine's 15 bar pressure pump, pre-soaking system and 58mm double-spouted portafilter.Convenient Brewing:Simply insert the portafilter in place and brew a perfect espresso shot at the press a button.Perfect for Latte Art:Includes a steam wand for frothing milk ideal for crafting milk-based coffee drinks.Affordable Indulgence:Save money by brewingcafé-style coffeeat home while also experimenting with new recipes.1 year warranty:Enjoy peace of mind knowing that yourespresso makeris covered against manufacturing defects for an entire year. To know more about warrantyclick here.To know more about Replacement policyclick here.This espresso machine is designed for easy self-installation. No team or assistance is required—simply follow the step-by-step guide included, and you'll be ready to enjoy your espresso in no time.",2024-11-02T10:56:19+05:30,2024-06-26T11:52:32+05:30,2024-12-11T19:21:05+05:30,Equipments,Machine,"ABDIS_EXIT, hidemc, not_express"
7184851927095,Assorted Cookie Box,assorted-cookie-box,"In life's big and small moments, it’s often the little things that make the biggest impact—like a pack of cookies. Packed with flavour and nutrition, our cookies are a reminder that joy can be found in simplicity. Savour the handcrafted goodness in every bite from our assorted range.Chocolate Chip Cookies: Savour the wholesome goodness of our chocolate chip cookies, made with a blend of nutrient-rich amaranth and whole wheat flour.Wheat Bran Coconut Cookies:Naturally sweetened with jaggery, each bite of our Wheat Bran Coconut cookies offers a wholesome and satisfying experience.Multi-Seed Millet Cookies:Savour our guilt-free cookies, packed with a crunchy blend of nutritious seeds for a wholesome, satisfying treat.Oatmeal and Cranberry Cookies:Indulge in the delightful blend of sweet, dried cranberries and wholesome oats, baked into cookies that are both chewy and crispy.",2024-10-25T12:20:19+05:30,2024-10-21T11:27:53+05:30,2024-12-11T19:21:05+05:30,Suchali's,Cookies,not_express
7121859477559,Bullet French Press,bullet-french-press,"Transform your coffee routine with our NewBullet French Presscoffee maker, a classic brewer in a modern, functional form. Ideal for beginners and seasoned brewers alike, its matte finish ensures a spotless appearance post-brewing, while the sleek design adds a touch of sophistication to any countertop.Key FeaturesA sight to behold: Elevates your coffee corner with its understated yet tasteful   design.Superior Brewing Experience: Enjoy smooth press action and impeccable coffee-   to-ground separation with our high-density stainless-steel filter.Designed for Ease: Lightweight, heat-resistant, and shatter-proof for effortless   handling and durability.Portable: Fits neatly into your backpack, delighting you with delicious coffee on   the go.SpecificationsCapacity:450 mlDimensions:15.9 x 14.7 x 5.2 cmMaterial:Stainless Steel Mesh, Heat Resistant Borosilicate Glass and Polypropylene Insulating SleeveTo know more about Replacement policyclick here.",2024-10-18T13:22:08+05:30,2024-07-01T11:29:11+05:30,2024-12-11T19:21:05+05:30,Equipments,Machine,not_express
6774577135671,Hidden Falls Estate,hidden-falls-estate,"A beautiful waterfall hidden among great rocks gives Hidden Falls Estate both its serene soundscape and name. Here, coffee thrives alongside tropical fruits, spices, and Silver Oak trees. This year's harvest reflects this unique origin, presenting a lively, fruit-forward profile with sweetness expressive of its natural processing. We chose to roast it light so its inherent character could take center-stage.The result is a cup that opens with the aroma of dried fruits. Next, a medium body and syrupy mouthfeel reveal notes of mango, mulberry, and guava, culminating in a tea-like finish. Throughout, you'll enjoy bright acidity and medium-high sweetness.We recommend brewing it black as a Pour Over or using an AeroPress. If you enjoyed our light roasts from Harley Estate and Riverdale Estate, we think you’ll love this one too.",2024-10-16T10:48:17+05:30,2023-02-13T11:17:53+05:30,2024-12-11T19:21:05+05:30,Beans,Single Estate Coffee,"acidity-medium-high, Beans, bitterness-medium, light-roast, SamplerCoffee, subscriptioncoffeeformixedbag"
6953214869559,5-in-1 Explorer Pack,5-in-1-explorer-pack,Want to try different flavours before deciding which one to settle on?Order our 5-in-1 Explorer pack and find a new favourite!This pack is a curated collection of five different coffees with differentflavourprofiles from our wide range of Indian coffees:A balanced Silver Oak BlendA bold and bitter Vienna RoastA chocolatey and nutty coffee from Attikan EstateA delicate and complex coffee from Dhak BlendA chocolatey and nutty coffee from Thogarihunkal EstateEach Sampler Pack will contain 75 g x 5 pouchesofwholecoffee beansorground coffee.,2024-10-15T15:08:47+05:30,2024-03-22T14:53:23+05:30,2024-12-11T19:21:05+05:30,Beans,Single Estate Coffee,"Assortment Packs, Beans, Best Seller, bestseller-product, Coffee, Coffee Packets, coffeekit, customproperty, nonsubscription, not_express"
6936208506935,Jacaranda Blend Subscription,south-indian-filter-blend-subscription,,2024-10-12T11:21:20+05:30,2024-03-01T10:59:15+05:30,2024-12-11T19:21:05+05:30,Blue Tokai Coffee Roasters,Subscription,"6623009177655, customproperty, hideproduct, Subscription, SubscriptionRoastedCoffee"
